animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A843498,Pricilla,2021-10-08T15:12:00.000,2021-10-08T15:12:00.000,2018-10-01T00:00:00.000,Return to Owner,Cat,Intact Female,3 years,Domestic Medium Hair Mix,Brown Tabby/Black,
A836113,Atlas,2021-10-08T14:47:00.000,2021-10-08T14:47:00.000,2020-08-06T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White,
A843926,156 Grams,2021-10-08T14:12:00.000,2021-10-08T14:12:00.000,2021-09-20T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Medium Hair,Brown Tabby,Partner
A843927,,2021-10-08T14:07:00.000,2021-10-08T14:07:00.000,2019-10-08T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Black,Rabies Risk
A843862,Peluchin,2021-10-08T13:39:00.000,2021-10-08T13:39:00.000,2018-10-07T00:00:00.000,Transfer,Dog,Intact Male,3 years,Papillon Mix,White/Tricolor,Partner
A843318,*Lulabelle,2021-10-08T13:27:00.000,2021-10-08T13:27:00.000,2021-07-29T00:00:00.000,Transfer,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Black/White,Out State
A617671,Juliet,2021-10-08T13:27:00.000,2021-10-08T13:27:00.000,2010-12-23T00:00:00.000,Transfer,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Black,Out State
A843323,*Lincoln,2021-10-08T13:26:00.000,2021-10-08T13:26:00.000,2021-06-29T00:00:00.000,Transfer,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Blue,Out State
A843328,*Sarah,2021-10-08T13:26:00.000,2021-10-08T13:26:00.000,2020-09-29T00:00:00.000,Transfer,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Black,Out State
A843327,*Mary,2021-10-08T13:25:00.000,2021-10-08T13:25:00.000,2019-09-29T00:00:00.000,Transfer,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/White,Out State
A843129,Babo,2021-10-08T13:25:00.000,2021-10-08T13:25:00.000,2019-09-27T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Chihuahua Shorthair,Black/Brown,Out State
A843326,*Winnie,2021-10-08T13:25:00.000,2021-10-08T13:25:00.000,2019-09-29T00:00:00.000,Transfer,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Chocolate/White,Out State
A842956,*Laurel,2021-10-08T13:24:00.000,2021-10-08T13:24:00.000,2020-09-23T00:00:00.000,Transfer,Dog,Spayed Female,1 year,Harrier Mix,Brown/Tricolor,Out State
A843128,Milo,2021-10-08T13:24:00.000,2021-10-08T13:24:00.000,2019-09-27T00:00:00.000,Transfer,Dog,Intact Male,2 years,Norwich Terrier Mix,Tan/Black,Out State
A606477,Maxine,2021-10-08T13:24:00.000,2021-10-08T13:24:00.000,2011-05-08T00:00:00.000,Transfer,Dog,Spayed Female,10 years,Catahoula/Plott Hound,Brown Brindle,Out State
A840844,Gordo,2021-10-08T13:23:00.000,2021-10-08T13:23:00.000,2019-08-16T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,Out State
A838400,Oso,2021-10-08T13:23:00.000,2021-10-08T13:23:00.000,2015-07-07T00:00:00.000,Transfer,Dog,Neutered Male,6 years,German Shepherd Mix,Brown,Out State
A835597,*Spark,2021-10-08T13:22:00.000,2021-10-08T13:22:00.000,2020-07-30T00:00:00.000,Transfer,Dog,Neutered Male,1 year,American Bulldog Mix,White/Tan,Out State
A826298,Harley,2021-10-08T13:22:00.000,2021-10-08T13:22:00.000,2017-11-23T00:00:00.000,Transfer,Dog,Spayed Female,3 years,Australian Kelpie Mix,Brown/Black,Out State
A839856,Loki,2021-10-08T13:21:00.000,2021-10-08T13:21:00.000,2018-01-28T00:00:00.000,Transfer,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black,Out State
A840527,Lobo,2021-10-08T13:21:00.000,2021-10-08T13:21:00.000,2017-08-10T00:00:00.000,Transfer,Dog,Neutered Male,4 years,German Shepherd Mix,Black/Brown,Out State
A839038,Astro,2021-10-08T13:20:00.000,2021-10-08T13:20:00.000,2019-01-15T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Labrador Retriever/German Shepherd,Tan/White,Out State
A842475,*Ardy,2021-10-08T13:20:00.000,2021-10-08T13:20:00.000,2014-09-16T00:00:00.000,Transfer,Dog,Neutered Male,7 years,German Shepherd,Black/Brown,Out State
A841669,*Geoffrey,2021-10-08T13:20:00.000,2021-10-08T13:20:00.000,2016-09-01T00:00:00.000,Transfer,Dog,Neutered Male,5 years,German Shepherd,Tan/Black,Out State
A843863,Leila,2021-10-08T13:18:00.000,2021-10-08T13:18:00.000,2020-10-07T00:00:00.000,Transfer,Dog,Spayed Female,1 year,Chihuahua Shorthair/Papillon,Buff,Partner
A843864,Luna,2021-10-08T13:18:00.000,2021-10-08T13:18:00.000,2020-10-07T00:00:00.000,Transfer,Dog,Spayed Female,1 year,Chihuahua Shorthair/Papillon,White,Partner
A843300,A843300,2021-10-08T12:59:00.000,2021-10-08T12:59:00.000,2021-05-29T00:00:00.000,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair,Blue,
A833677,Terry,2021-10-08T12:05:00.000,2021-10-08T12:05:00.000,2021-03-10T00:00:00.000,Return to Owner,Dog,Intact Male,6 months,Boxer Mix,Brown/Tricolor,
A842396,Joey Joestar,2021-10-08T11:57:00.000,2021-10-08T11:57:00.000,2020-03-15T00:00:00.000,Return to Owner,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby/White,
A841778,Storm,2021-10-08T11:35:00.000,2021-10-08T11:35:00.000,2019-09-02T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Staffordshire,White/Black,
A843742,,2021-10-08T11:30:00.000,2021-10-08T11:30:00.000,2021-05-07T00:00:00.000,Transfer,Dog,Intact Male,5 months,Shih Tzu,White/Tan,Partner
A843787,Rocco,2021-10-08T10:15:00.000,2021-10-08T10:15:00.000,2019-10-06T00:00:00.000,Transfer,Dog,Intact Male,2 years,Chihuahua Shorthair,Red,Partner
A733271,Yellie,2021-10-08T08:47:00.000,2021-10-08T08:47:00.000,2015-08-21T00:00:00.000,Adoption,Dog,Spayed Female,6 years,Labrador Retriever Mix,Yellow,Foster
A843639,,2021-10-08T00:00:00.000,2021-10-08T00:00:00.000,2021-08-17T00:00:00.000,Transfer,Dog,Intact Male,1 month,Golden Retriever Mix,Yellow,Partner
A840038,*Cornelius,2021-10-07T20:55:00.000,2021-10-07T20:55:00.000,2019-07-31T00:00:00.000,Transfer,Other,Neutered Male,2 years,Rex,Brown,Partner
A842177,*Chico,2021-10-07T19:19:00.000,2021-10-07T19:19:00.000,2021-03-27T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Pointer Mix,White/Black,
A843352,Harry,2021-10-07T19:03:00.000,2021-10-07T19:03:00.000,2020-11-29T00:00:00.000,Adoption,Cat,Neutered Male,10 months,Domestic Shorthair,Orange Tabby,
A843465,*Acorn,2021-10-07T18:57:00.000,2021-10-07T18:57:00.000,2021-08-13T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tabby,
A842922,*Sparky,2021-10-07T18:47:00.000,2021-10-07T18:47:00.000,2019-09-23T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Australian Cattle Dog,Blue Tick/Tan,
A843422,A843422,2021-10-07T18:32:00.000,2021-10-07T18:32:00.000,2021-07-30T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
A812197,Junai,2021-10-07T18:31:00.000,2021-10-07T18:31:00.000,2018-10-19T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,Australian Kelpie Mix,Brown/White,
A843783,Mia,2021-10-07T18:25:00.000,2021-10-07T18:25:00.000,2021-06-06T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie,
A843625,Harold,2021-10-07T18:15:00.000,2021-10-07T18:15:00.000,2021-07-20T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown/Black,
A843462,*Kabocha,2021-10-07T17:56:00.000,2021-10-07T17:56:00.000,2021-08-13T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair,Orange Tabby,
A841364,Beauty,2021-10-07T17:56:00.000,2021-10-07T17:56:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,
A842752,*Jill,2021-10-07T17:36:00.000,2021-10-07T17:36:00.000,2021-08-12T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby/White,
A843453,A843453,2021-10-07T17:18:00.000,2021-10-07T17:18:00.000,2019-10-01T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tan,
A842749,*Kelly,2021-10-07T16:51:00.000,2021-10-07T16:51:00.000,2021-08-12T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair,White/Brown Tabby,
A842750,*Sabrina,2021-10-07T16:50:00.000,2021-10-07T16:50:00.000,2021-08-12T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby,
A843537,*Victoria,2021-10-07T16:42:00.000,2021-10-07T16:42:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White,
A843402,A843402,2021-10-07T16:22:00.000,2021-10-07T16:22:00.000,2021-04-15T00:00:00.000,Adoption,Dog,Neutered Male,5 months,Redbone Hound Mix,Red/Black,
A841360,Luxe,2021-10-07T16:03:00.000,2021-10-07T16:03:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,
A841227,*Honey,2021-10-07T15:47:00.000,2021-10-07T15:47:00.000,2019-08-23T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown/White,
A842729,Deebo,2021-10-07T15:02:00.000,2021-10-07T15:02:00.000,2021-02-21T00:00:00.000,Transfer,Dog,Intact Male,7 months,Chihuahua Shorthair/Cairn Terrier,Brown,Partner
A843844,,2021-10-07T14:48:00.000,2021-10-07T14:48:00.000,2020-12-07T00:00:00.000,Return to Owner,Cat,Intact Male,9 months,Domestic Shorthair,Brown Tabby/White,
A843826,,2021-10-07T14:12:00.000,2021-10-07T14:12:00.000,2021-10-07T00:00:00.000,Transfer,Cat,Unknown,0 years,Domestic Shorthair,Black,Partner
A843825,A843825,2021-10-07T14:11:00.000,2021-10-07T14:11:00.000,2020-10-07T00:00:00.000,Transfer,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby,Partner
A843482,A843482,2021-10-07T13:59:00.000,2021-10-07T13:59:00.000,2021-08-01T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Dachshund Mix,Black/Brown,
A842001,Boops,2021-10-07T13:58:00.000,2021-10-07T13:58:00.000,2017-06-01T00:00:00.000,Return to Owner,Cat,Neutered Male,4 years,Domestic Shorthair,Black/White,
A843571,,2021-10-07T13:34:00.000,2021-10-07T13:34:00.000,2020-10-03T00:00:00.000,Transfer,Dog,Intact Female,1 year,Pug Mix,Tan/Black,Partner
A841528,*Opal Squirrel,2021-10-07T12:59:00.000,2021-10-07T12:59:00.000,2021-05-14T00:00:00.000,Transfer,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby,Partner
A843561,,2021-10-07T11:25:00.000,2021-10-07T11:25:00.000,2021-04-03T00:00:00.000,Transfer,Dog,Intact Male,6 months,Norwich Terrier/Maltese,Cream,Partner
A843560,,2021-10-07T11:24:00.000,2021-10-07T11:24:00.000,2019-10-03T00:00:00.000,Transfer,Dog,Intact Female,2 years,Norwich Terrier/Maltese,Cream,Partner
A843575,,2021-10-07T11:24:00.000,2021-10-07T11:24:00.000,2020-10-03T00:00:00.000,Transfer,Dog,Intact Female,1 year,Norwich Terrier/Maltese,Cream,Partner
A843782,,2021-10-07T10:57:00.000,2021-10-07T10:57:00.000,2019-10-06T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Black,Rabies Risk
A706833,Flo,2021-10-07T10:45:00.000,2021-10-07T10:45:00.000,2009-07-03T00:00:00.000,Return to Owner,Dog,Spayed Female,12 years,Miniature Schnauzer Mix,Gray/White,
A842650,,2021-10-07T09:53:00.000,2021-10-07T09:53:00.000,2019-09-19T00:00:00.000,Adoption,Bird,Unknown,2 years,Dove,White,Foster
A840024,*A840024,2021-10-07T08:27:00.000,2021-10-07T08:27:00.000,2021-07-25T00:00:00.000,Missing,Dog,Intact Male,2 months,Pit Bull Mix,Blue/White,In Foster
A843683,*Pepper,2021-10-07T00:00:00.000,2021-10-07T00:00:00.000,2021-07-05T00:00:00.000,Transfer,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby,Snr
A843791,,2021-10-07T00:00:00.000,2021-10-07T00:00:00.000,2019-10-06T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Shorthair,Gray Tabby/White,Snr
A843685,*Nettle,2021-10-07T00:00:00.000,2021-10-07T00:00:00.000,2021-07-05T00:00:00.000,Transfer,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby,Snr
A843351,A843351,2021-10-06T19:06:00.000,2021-10-06T19:06:00.000,2021-07-16T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White,
A843472,Fantasma,2021-10-06T18:31:00.000,2021-10-06T18:31:00.000,2020-04-01T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Great Pyrenees Mix,White,
A840671,Rosie,2021-10-06T18:10:00.000,2021-10-06T18:10:00.000,2015-08-11T00:00:00.000,Adoption,Dog,Spayed Female,6 years,Labrador Retriever Mix,Black/Tan,
A843023,*Kramer,2021-10-06T18:01:00.000,2021-10-06T18:01:00.000,2020-04-25T00:00:00.000,Transfer,Dog,Intact Male,1 year,Labrador Retriever/Chesa Bay Retr,Chocolate,Partner
A843235,A843235,2021-10-06T17:58:00.000,2021-10-06T17:58:00.000,2021-07-06T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby,
A842477,*Turk,2021-10-06T17:54:00.000,2021-10-06T17:54:00.000,2019-07-16T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Rhod Ridgeback Mix,Red,
A794725,Ms.Blinky,2021-10-06T17:50:00.000,2021-10-06T17:50:00.000,2018-07-11T00:00:00.000,Return to Owner,Dog,Intact Female,3 years,Staffordshire,Black,
A843399,Simba,2021-10-06T17:41:00.000,2021-10-06T17:41:00.000,2021-07-30T00:00:00.000,Return to Owner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
A843237,A843237,2021-10-06T17:34:00.000,2021-10-06T17:34:00.000,2021-07-06T00:00:00.000,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White,
A843417,*Tober,2021-10-06T17:25:00.000,2021-10-06T17:25:00.000,2020-09-30T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White,
A843397,A843397,2021-10-06T17:01:00.000,2021-10-06T17:01:00.000,2021-03-02T00:00:00.000,Adoption,Dog,Neutered Male,7 months,Harrier Mix,Tan/White,
A843624,Hank,2021-10-06T17:00:00.000,2021-10-06T17:00:00.000,2021-07-20T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown/Black,
A843793,Wesley,2021-10-06T16:19:00.000,2021-10-06T16:19:00.000,2011-10-06T00:00:00.000,Return to Owner,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Tan,
A843514,,2021-10-06T16:09:00.000,2021-10-06T16:09:00.000,2017-10-02T00:00:00.000,Disposal,Cat,Intact Male,4 years,Domestic Longhair,Orange Tabby,
A841362,Sealy,2021-10-06T16:05:00.000,2021-10-06T16:05:00.000,2021-07-26T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Siamese Mix,Tortie Point,
A843390,A843390,2021-10-06T15:57:00.000,2021-10-06T15:57:00.000,2021-04-30T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby/White,
A843391,10A843391,2021-10-06T15:57:00.000,2021-10-06T15:57:00.000,2021-04-30T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby/White,
A837441,Willy,2021-10-06T15:52:00.000,2021-10-06T15:52:00.000,2011-06-23T00:00:00.000,Adoption,Cat,Neutered Male,10 years,Domestic Shorthair,Orange Tabby,Foster
A612028,Hannah,2021-10-06T15:35:00.000,2021-10-06T15:35:00.000,2011-08-31T00:00:00.000,Return to Owner,Dog,Spayed Female,10 years,Labrador Retriever Mix,White/Tan,
A760095,Rory,2021-10-06T15:24:00.000,2021-10-06T15:24:00.000,2016-10-12T00:00:00.000,Adoption,Dog,Neutered Male,4 years,Doberman Pinsch/Pit Bull,Black/Brown,
A835742,*Thor,2021-10-06T15:22:00.000,2021-10-06T15:22:00.000,2021-04-16T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair,Cream Tabby,Foster
A843731,,2021-10-06T15:09:00.000,2021-10-06T15:09:00.000,2021-09-13T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair,White/Blue Tabby,Partner
A843740,,2021-10-06T15:09:00.000,2021-10-06T15:09:00.000,2021-09-13T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair,Lynx Point,Partner
A843738,,2021-10-06T15:08:00.000,2021-10-06T15:08:00.000,2021-09-13T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair,Flame Point,Partner
A843739,,2021-10-06T15:08:00.000,2021-10-06T15:08:00.000,2021-09-13T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair,Flame Point,Partner
A843736,,2021-10-06T15:08:00.000,2021-10-06T15:08:00.000,2021-09-13T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair,Black,Partner
A843737,,2021-10-06T15:08:00.000,2021-10-06T15:08:00.000,2021-09-13T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair,Black,Partner
A843371,,2021-10-06T15:07:00.000,2021-10-06T15:07:00.000,2021-08-30T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,Partner
A843735,,2021-10-06T15:07:00.000,2021-10-06T15:07:00.000,2021-09-13T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,Partner
